Dmelclean	AdipokineticHormone	Agatoxin	AllatostatinA	AllatostatinB	AllatostatinC	Bursicon	BursiconBeta	CCHamide1	CChamide2	CNMamide	FMRFamide	GPA2	GPB2	Leucokinin	NUCB1	Natalisin	NeuropeptideF	OrcokininA	Phoenixin	Proctolin	Prothoracicotropichormone	RYamideLuqin	Sulfakinin	Tachykinin	Trissin	capability	corazonin	myosupressin	sNPF	ACP	DH31	DH44	EclosionHormone	Ecdysistriggeringhormone	ITP	Insulinlike	PDF	SIFamide	Vasopressin	CCAP
Dmelclean	1	1	1	1	2	1	2	2	2	2	1	1	1	1	5	3	1	1	1	1	2	1	1	1	1	1	1	1	1	3	1	1	1	1	1	7	1	1	1	1	
