Priapulus_caudatus	Agatoxin	AllatostatinB	Bursicon	BursiconBeta	CCHamide1	CChamide2	GPA2	GPB2	NUCB1	NeuropeptideF	OrcokininA	Prothoracicotropichormone	Tachykinin	Diuretic	Diuretic_horomne44	Eclosion	Ion	Insulinlikepeptide2	Vasopressin	cardiactivepeptide
Priapulus_caudatus	4	4	1	2	1	1	1	1	1	3	2	1	1	1	1	3	1	3	2	2	
