Didymodactylos_carnosus	AllatostatinA	AllatostatinB	FMRFamide	Leucokinin	NUCB1	NeuropeptideF	OrcokininB	Phoenixin	Insulinlike	Vasopressin
Didymodactylos_carnosus	1	1	2	2	6	4	2	1	2	2	
