OweniaFus	AllatostatinB	Bursicon	BursiconBeta	CalcitoninAandB	Elevenin	FMRFamide	GPA2	GPB2	Leucokinin	NUCB1	OrcokininA	OrcokininB	Prothoracicotropichormone	Eclosion	Insulinlikepeptide2	Vasopressin
OweniaFus	1	2	1	2	1	4	1	1	2	5	2	5	3	3	2	1	
