Rot_socialis	AllatostatinA	CChamide2	FMRFamide	GPA2	GPB2	Leucokinin	NUCB1	NeuropeptideF	OrcokininB	Phoenixin	Insulinlike	Vasopressin
Rot_socialis	3	2	2	2	1	1	5	5	2	1	2	2	
